Product ID,Product Name,Category,Sub-Category,Order Date,Region,State,City,Segment,Quantity,Discount,Sales,Profit
PROD-0056,File Labels,Office Supplies,Labels,2025-12-05,West,Tamil Nadu,Noida,Corporate,6,0.1,1863.57,89.17
PROD-0057,Drawing Paper,Office Supplies,Art,2025-03-20,South,Tamil Nadu,Jaipur,Corporate,7,0.2,4527.0,1055.22
PROD-0058,Scanner,Technology,Machines,2025-06-15,West,Karnataka,Jaipur,Home Office,4,0.0,20793.67,2489.67
PROD-0059,Color Copier,Technology,Copiers,2025-01-15,South,Gujarat,Bengaluru,Corporate,8,0.05,21296.18,3477.52
PROD-0060,USB Hub,Technology,Accessories,2025-01-06,East,Tamil Nadu,Jaipur,Corporate,4,0.15,2277.48,333.25
PROD-0061,Dining Chair,Furniture,Chairs,2025-04-24,South,Tamil Nadu,Chennai,Home Office,7,0.1,17340.91,3370.92
PROD-0062,Drawing Paper,Office Supplies,Art,2025-10-09,South,Karnataka,Noida,Home Office,6,0.15,8892.49,889.87
PROD-0063,Wood Bookcase,Furniture,Bookcases,2025-10-02,South,Delhi,Mumbai,Corporate,3,0.15,4909.79,497.15
PROD-0064,Wood Bookcase,Furniture,Bookcases,2025-06-04,Central,Gujarat,Ghaziabad,Home Office,1,0.05,17744.26,1998.87
PROD-0065,Copy Paper,Office Supplies,Paper,2025-10-21,Central,Gujarat,Jaipur,Consumer,5,0.15,11814.51,1357.49
PROD-0066,Wall Clock,Furniture,Furnishings,2025-02-07,Central,Karnataka,Noida,Home Office,1,0.2,3920.42,901.01
PROD-0067,Shipping Labels,Office Supplies,Labels,2025-11-13,West,Gujarat,Gurugram,Corporate,4,0.15,19425.98,2685.34
PROD-0068,Shipping Labels,Office Supplies,Labels,2025-01-31,South,Delhi,Ghaziabad,Consumer,2,0.05,23697.62,4646.15
PROD-0069,Office Chair,Furniture,Chairs,2025-01-02,Central,Karnataka,Pune,Home Office,7,0.2,11345.02,1520.03
PROD-0070,Sketch Pen,Office Supplies,Art,2025-12-18,East,Haryana,Noida,Home Office,4,0.2,23109.19,3980.25
PROD-0071,Dining Table,Furniture,Tables,2025-03-14,South,Tamil Nadu,Noida,Corporate,2,0.1,1632.01,291.94
PROD-0072,USB Hub,Technology,Accessories,2025-07-26,Central,Haryana,Bengaluru,Home Office,5,0.15,12586.73,1705.8
PROD-0073,Copy Paper,Office Supplies,Paper,2025-04-28,East,Tamil Nadu,Chennai,Home Office,1,0.1,24989.37,4364.53
PROD-0074,Storage Box,Office Supplies,Storage,2025-10-27,West,Rajasthan,Ahmedabad,Corporate,7,0.15,15924.4,3956.01
PROD-0075,Copy Paper,Office Supplies,Paper,2025-06-18,West,Uttar Pradesh,Jaipur,Consumer,7,0.1,17387.79,3374.64
PROD-0076,File Cabinet,Office Supplies,Storage,2025-03-01,West,Haryana,Delhi,Consumer,7,0.0,21643.03,4640.59
PROD-0077,USB Hub,Technology,Accessories,2025-09-13,East,Gujarat,Jaipur,Home Office,8,0.05,19035.76,2111.56
PROD-0078,Copy Paper,Office Supplies,Paper,2025-11-19,West,Delhi,Mumbai,Consumer,4,0.1,17788.1,3005.1
PROD-0079,Printer Paper,Office Supplies,Paper,2025-03-20,South,Haryana,Jaipur,Corporate,8,0.1,23326.43,3720.48
PROD-0080,Cushion,Furniture,Furnishings,2025-03-16,East,Delhi,Pune,Corporate,7,0.2,4886.67,692.19
PROD-0081,File Labels,Office Supplies,Labels,2025-01-02,West,Maharashtra,Jaipur,Home Office,5,0.2,18192.37,2837.73
PROD-0082,File Cabinet,Office Supplies,Storage,2025-10-10,East,Haryana,Mumbai,Corporate,7,0.1,11465.31,2759.25
PROD-0083,Storage Bookcase,Furniture,Bookcases,2025-08-31,Central,Maharashtra,Chennai,Home Office,7,0.05,9744.06,1609.14
PROD-0084,Notebook,Office Supplies,Paper,2025-02-21,East,Delhi,Jaipur,Corporate,8,0.05,531.39,76.98
PROD-0085,Shipping Labels,Office Supplies,Labels,2025-07-23,South,Tamil Nadu,Chennai,Consumer,2,0.2,21316.37,2472.74
PROD-0086,Smartphone,Technology,Phones,2025-11-20,Central,Delhi,Jaipur,Consumer,5,0.0,24936.03,3952.18
PROD-0087,Keyboard,Technology,Accessories,2025-01-24,West,Maharashtra,Mumbai,Home Office,6,0.1,19934.17,2504.81
PROD-0088,Shipping Labels,Office Supplies,Labels,2025-04-03,East,Tamil Nadu,Gurugram,Consumer,3,0.2,4500.47,963.86
PROD-0089,Cushion,Furniture,Furnishings,2025-05-11,West,Gujarat,Chennai,Consumer,8,0.0,6494.87,1784.32
PROD-0090,Wall Clock,Furniture,Furnishings,2025-10-28,West,Gujarat,Mumbai,Corporate,5,0.15,16027.63,3032.29
PROD-0091,Copy Paper,Office Supplies,Paper,2025-07-15,West,Gujarat,Delhi,Home Office,6,0.1,14434.08,720.79
PROD-0092,Business Phone,Technology,Phones,2025-09-12,South,Karnataka,Mumbai,Home Office,5,0.05,19427.16,3723.76
PROD-0093,Document Folder,Office Supplies,Binders,2025-02-19,South,Maharashtra,Noida,Corporate,1,0.15,7826.98,388.14
PROD-0094,Sketch Pen,Office Supplies,Art,2025-04-13,South,Maharashtra,Pune,Corporate,3,0.1,19694.84,3238.65
PROD-0095,Storage Box,Office Supplies,Storage,2025-08-28,West,Rajasthan,Noida,Corporate,2,0.05,3647.81,918.46
PROD-0096,Storage Bookcase,Furniture,Bookcases,2025-03-05,South,Delhi,Mumbai,Corporate,8,0.1,9309.35,1643.34
PROD-0097,Storage Bookcase,Furniture,Bookcases,2025-04-24,South,Haryana,Noida,Consumer,2,0.15,15939.79,3757.72
PROD-0098,Dining Chair,Furniture,Chairs,2025-09-10,West,Rajasthan,Chennai,Corporate,2,0.2,2565.22,172.21
PROD-0099,Laptop,Technology,Computers,2025-12-02,South,Uttar Pradesh,Bengaluru,Consumer,2,0.2,20867.27,2537.94
PROD-0100,Sketch Pen,Office Supplies,Art,2025-07-05,South,Uttar Pradesh,Ahmedabad,Corporate,2,0.1,24526.05,4108.23
PROD-0101,Dining Chair,Furniture,Chairs,2025-02-16,Central,Rajasthan,Mumbai,Consumer,4,0.2,16096.36,3770.07
PROD-0102,Desktop Computer,Technology,Computers,2025-10-11,East,Uttar Pradesh,Pune,Consumer,4,0.05,14721.62,1848.05
PROD-0103,Wood Bookcase,Furniture,Bookcases,2025-02-26,East,Rajasthan,Delhi,Consumer,1,0.1,3425.31,762.98
PROD-0104,Copy Paper,Office Supplies,Paper,2025-08-04,South,Delhi,Jaipur,Home Office,2,0.15,18679.78,2573.3
PROD-0105,Ergonomic Chair,Furniture,Chairs,2025-12-04,West,Haryana,Ahmedabad,Home Office,5,0.0,11532.36,751.98
PROD-0106,Cushion,Furniture,Furnishings,2025-08-16,Central,Maharashtra,Pune,Home Office,2,0.1,22496.78,4091.42
PROD-0107,Fax Machine,Technology,Machines,2025-12-31,West,Haryana,Noida,Home Office,6,0.2,9615.47,1404.93
PROD-0108,Dining Table,Furniture,Tables,2025-08-20,Central,Rajasthan,Ahmedabad,Corporate,4,0.15,10433.27,1327.43
PROD-0109,Mouse,Technology,Accessories,2025-03-20,Central,Rajasthan,Ghaziabad,Home Office,8,0.0,1818.26,133.29
PROD-0110,Storage Bookcase,Furniture,Bookcases,2025-03-04,Central,Gujarat,Gurugram,Corporate,7,0.15,8936.91,2028.41
PROD-0111,Printer Paper,Office Supplies,Paper,2025-09-17,Central,Rajasthan,Chennai,Corporate,4,0.15,3995.04,360.16
PROD-0112,Storage Bookcase,Furniture,Bookcases,2025-04-26,Central,Gujarat,Delhi,Consumer,7,0.2,21152.11,3441.76
PROD-0113,File Cabinet,Office Supplies,Storage,2025-06-29,West,Delhi,Ghaziabad,Home Office,1,0.05,4657.93,847.75
PROD-0114,Smartphone,Technology,Phones,2025-09-29,South,Gujarat,Bengaluru,Home Office,4,0.15,9498.43,1091.75
PROD-0115,Smartphone,Technology,Phones,2025-03-21,South,Tamil Nadu,Ahmedabad,Corporate,3,0.0,18897.73,4129.01
PROD-0116,Color Copier,Technology,Copiers,2025-05-20,Central,Gujarat,Gurugram,Corporate,4,0.0,18910.34,2577.35
PROD-0117,Keyboard,Technology,Accessories,2025-04-23,South,Karnataka,Ghaziabad,Corporate,7,0.0,24613.47,1277.97
PROD-0118,Storage Box,Office Supplies,Storage,2025-01-04,East,Rajasthan,Noida,Corporate,8,0.05,18713.3,1463.04
PROD-0119,Cordless Phone,Technology,Phones,2025-01-10,West,Haryana,Pune,Consumer,8,0.1,23040.89,4021.69
PROD-0120,Notebook,Office Supplies,Paper,2025-03-29,Central,Karnataka,Ahmedabad,Home Office,8,0.1,20825.84,1350.12
PROD-0121,Address Labels,Office Supplies,Labels,2025-07-22,East,Delhi,Chennai,Home Office,5,0.05,18683.25,2365.37
PROD-0122,Dining Table,Furniture,Tables,2025-06-29,East,Maharashtra,Noida,Consumer,3,0.05,6021.28,652.06
PROD-0123,Color Copier,Technology,Copiers,2025-10-16,South,Rajasthan,Ghaziabad,Corporate,8,0.2,17076.17,2879.01
PROD-0124,Wall Clock,Furniture,Furnishings,2025-11-20,Central,Gujarat,Jaipur,Corporate,5,0.2,19938.79,1021.55
PROD-0125,Dining Chair,Furniture,Chairs,2025-05-27,West,Tamil Nadu,Gurugram,Home Office,2,0.0,16169.96,3294.66
PROD-0126,Cordless Phone,Technology,Phones,2025-10-20,Central,Tamil Nadu,Noida,Corporate,4,0.15,8139.94,1213.18
PROD-0127,Business Phone,Technology,Phones,2025-11-27,East,Rajasthan,Bengaluru,Corporate,3,0.15,1122.68,284.13
PROD-0128,Marker Set,Office Supplies,Art,2025-12-14,Central,Haryana,Pune,Corporate,1,0.1,19762.29,1182.38
PROD-0129,Printer,Technology,Machines,2025-06-20,South,Haryana,Ghaziabad,Home Office,2,0.05,14631.08,3880.56
PROD-0130,Cordless Phone,Technology,Phones,2025-10-14,Central,Haryana,Chennai,Corporate,7,0.1,16140.81,3679.57
PROD-0131,Office Bookcase,Furniture,Bookcases,2025-04-03,East,Maharashtra,Noida,Corporate,4,0.15,8642.05,719.89
PROD-0132,Ergonomic Chair,Furniture,Chairs,2025-06-22,East,Tamil Nadu,Delhi,Corporate,3,0.05,14991.57,1289.78
PROD-0133,File Binder,Office Supplies,Binders,2025-11-09,East,Gujarat,Jaipur,Consumer,5,0.15,18846.92,1738.17
PROD-0134,File Labels,Office Supplies,Labels,2025-08-25,East,Karnataka,Gurugram,Consumer,5,0.2,19486.38,2835.11
PROD-0135,Printer Paper,Office Supplies,Paper,2025-09-04,Central,Gujarat,Noida,Consumer,6,0.0,13930.34,3174.03
PROD-0136,Drawing Paper,Office Supplies,Art,2025-03-17,South,Uttar Pradesh,Ahmedabad,Consumer,7,0.05,2429.08,586.54
PROD-0137,File Labels,Office Supplies,Labels,2025-05-01,South,Delhi,Bengaluru,Consumer,7,0.1,24863.95,2375.03
PROD-0138,Dining Chair,Furniture,Chairs,2025-08-30,Central,Delhi,Delhi,Corporate,3,0.15,19007.2,2619.72
PROD-0139,Computer Table,Furniture,Tables,2025-11-08,Central,Uttar Pradesh,Mumbai,Corporate,7,0.1,2912.99,286.84
PROD-0140,Scanner,Technology,Machines,2025-02-02,Central,Karnataka,Ghaziabad,Corporate,2,0.15,20941.69,3545.58
PROD-0141,Printer Paper,Office Supplies,Paper,2025-06-30,Central,Rajasthan,Noida,Home Office,4,0.05,14330.99,2941.98
PROD-0142,Fax Machine,Technology,Machines,2025-10-11,West,Rajasthan,Pune,Home Office,1,0.15,9852.78,509.89
PROD-0143,Wood Bookcase,Furniture,Bookcases,2025-06-26,South,Maharashtra,Delhi,Corporate,4,0.0,18363.58,4460.06
PROD-0144,USB Hub,Technology,Accessories,2025-03-31,East,Delhi,Jaipur,Consumer,8,0.15,24523.36,4334.35
PROD-0145,Ring Binder,Office Supplies,Binders,2025-04-13,West,Gujarat,Delhi,Home Office,1,0.1,7992.56,1286.49
PROD-0146,Office Bookcase,Furniture,Bookcases,2025-01-25,West,Tamil Nadu,Ahmedabad,Corporate,6,0.1,6939.43,994.52
PROD-0147,Cushion,Furniture,Furnishings,2025-09-12,Central,Haryana,Noida,Corporate,6,0.2,23119.12,2158.03
PROD-0148,Tablet,Technology,Computers,2025-05-31,South,Tamil Nadu,Gurugram,Home Office,6,0.1,2699.56,522.92
PROD-0149,Document Folder,Office Supplies,Binders,2025-08-16,West,Gujarat,Delhi,Consumer,6,0.1,11261.17,2064.64
PROD-0150,Color Copier,Technology,Copiers,2025-09-20,West,Uttar Pradesh,Ghaziabad,Consumer,3,0.05,23826.82,5934.28
PROD-0151,Office Bookcase,Furniture,Bookcases,2025-07-16,South,Tamil Nadu,Noida,Home Office,1,0.15,15186.61,3707.43
PROD-0152,Office Bookcase,Furniture,Bookcases,2025-06-10,East,Tamil Nadu,Chennai,Corporate,5,0.0,6352.85,358.8
PROD-0153,Cordless Phone,Technology,Phones,2025-05-14,West,Karnataka,Noida,Consumer,8,0.2,5482.08,532.39
PROD-0154,Desk Lamp,Furniture,Furnishings,2025-08-16,Central,Gujarat,Pune,Consumer,2,0.1,20291.25,3962.15
PROD-0155,Laptop,Technology,Computers,2025-09-18,East,Tamil Nadu,Delhi,Corporate,4,0.05,3165.86,745.93
PROD-0156,Scanner,Technology,Machines,2025-08-28,West,Tamil Nadu,Chennai,Corporate,3,0.0,15356.92,1020.27
PROD-0157,Address Labels,Office Supplies,Labels,2025-03-06,South,Maharashtra,Chennai,Home Office,6,0.15,16112.11,2279.7
PROD-0158,Desktop Computer,Technology,Computers,2025-08-10,East,Maharashtra,Bengaluru,Home Office,1,0.2,20810.06,1469.25
PROD-0159,Storage Bookcase,Furniture,Bookcases,2025-05-26,South,Delhi,Chennai,Home Office,2,0.2,6377.54,605.17
PROD-0160,Conference Table,Furniture,Tables,2025-12-04,Central,Delhi,Delhi,Home Office,6,0.2,21086.87,1017.21
PROD-0161,USB Hub,Technology,Accessories,2025-04-18,South,Gujarat,Jaipur,Consumer,7,0.0,15509.99,2706.64
PROD-0162,Color Copier,Technology,Copiers,2025-08-21,West,Tamil Nadu,Mumbai,Corporate,2,0.05,17262.05,2622.21
PROD-0163,Laptop,Technology,Computers,2025-06-13,Central,Rajasthan,Mumbai,Corporate,6,0.05,24388.05,5564.33
PROD-0164,Office Bookcase,Furniture,Bookcases,2025-05-07,West,Karnataka,Ghaziabad,Corporate,3,0.1,2555.77,658.65
PROD-0165,Keyboard,Technology,Accessories,2025-03-23,South,Tamil Nadu,Delhi,Consumer,8,0.15,24899.84,3697.29
PROD-0166,File Labels,Office Supplies,Labels,2025-05-04,West,Tamil Nadu,Pune,Home Office,4,0.0,14646.1,917.36
PROD-0167,Dining Chair,Furniture,Chairs,2025-03-10,West,Uttar Pradesh,Gurugram,Home Office,5,0.15,18228.58,2192.2
PROD-0168,Storage Bookcase,Furniture,Bookcases,2025-05-28,South,Delhi,Ghaziabad,Consumer,2,0.15,9750.77,1998.28
PROD-0169,File Cabinet,Office Supplies,Storage,2025-10-13,West,Uttar Pradesh,Delhi,Consumer,6,0.05,18910.88,3604.13
PROD-0170,Office Bookcase,Furniture,Bookcases,2025-09-23,South,Maharashtra,Ahmedabad,Home Office,8,0.2,3851.18,261.71
PROD-0171,USB Hub,Technology,Accessories,2025-06-22,Central,Rajasthan,Bengaluru,Home Office,8,0.1,17762.18,2697.2
PROD-0172,Cushion,Furniture,Furnishings,2025-06-07,East,Uttar Pradesh,Gurugram,Corporate,1,0.1,14983.2,3934.45
PROD-0173,Desk Lamp,Furniture,Furnishings,2025-12-15,West,Rajasthan,Ahmedabad,Consumer,4,0.0,934.53,91.3
PROD-0174,File Binder,Office Supplies,Binders,2025-09-14,East,Rajasthan,Jaipur,Home Office,8,0.0,21839.52,4945.42
PROD-0175,Storage Box,Office Supplies,Storage,2025-08-24,East,Karnataka,Pune,Home Office,6,0.1,13724.89,2501.6
PROD-0176,File Binder,Office Supplies,Binders,2025-05-28,South,Gujarat,Pune,Consumer,4,0.15,17302.46,1901.04
PROD-0177,Scanner,Technology,Machines,2025-07-22,South,Delhi,Bengaluru,Corporate,6,0.05,23872.03,2780.67
PROD-0178,USB Hub,Technology,Accessories,2025-09-03,South,Maharashtra,Noida,Home Office,4,0.2,5171.39,487.28
PROD-0179,Printer,Technology,Machines,2025-05-05,East,Uttar Pradesh,Noida,Corporate,1,0.2,16795.37,1429.86
PROD-0180,Sketch Pen,Office Supplies,Art,2025-12-15,East,Haryana,Jaipur,Corporate,3,0.2,278.76,65.67
PROD-0181,Laptop,Technology,Computers,2025-06-14,East,Uttar Pradesh,Ghaziabad,Corporate,5,0.0,16200.56,3451.93
PROD-0182,Dining Chair,Furniture,Chairs,2025-09-11,Central,Gujarat,Gurugram,Home Office,3,0.1,23424.73,5675.04
PROD-0183,Office Bookcase,Furniture,Bookcases,2025-08-21,West,Gujarat,Mumbai,Consumer,8,0.05,22248.11,5553.72
PROD-0184,Document Folder,Office Supplies,Binders,2025-08-23,South,Karnataka,Ghaziabad,Home Office,5,0.0,18007.16,4216.46
PROD-0185,Color Copier,Technology,Copiers,2025-09-21,East,Tamil Nadu,Bengaluru,Consumer,6,0.0,2305.43,221.77
PROD-0186,Office Bookcase,Furniture,Bookcases,2025-05-01,Central,Gujarat,Bengaluru,Home Office,8,0.1,18880.85,2132.36
PROD-0187,Ergonomic Chair,Furniture,Chairs,2025-03-02,South,Delhi,Pune,Corporate,8,0.15,7774.14,1463.8
PROD-0188,Desktop Computer,Technology,Computers,2025-03-10,West,Karnataka,Mumbai,Home Office,8,0.2,3956.66,453.93
PROD-0189,Business Phone,Technology,Phones,2025-08-17,East,Maharashtra,Ghaziabad,Corporate,6,0.2,2090.85,130.56
PROD-0190,Laser Copier,Technology,Copiers,2025-12-15,West,Uttar Pradesh,Jaipur,Consumer,4,0.15,17965.41,1110.71
PROD-0191,Color Copier,Technology,Copiers,2025-10-16,West,Gujarat,Delhi,Home Office,1,0.1,14036.11,2915.83
PROD-0192,Office Chair,Furniture,Chairs,2025-08-05,Central,Tamil Nadu,Delhi,Corporate,6,0.2,17554.56,4192.46
PROD-0193,Ring Binder,Office Supplies,Binders,2025-11-25,West,Haryana,Noida,Home Office,7,0.15,9455.35,1303.08
PROD-0194,Printer,Technology,Machines,2025-12-01,East,Karnataka,Delhi,Consumer,6,0.2,3098.03,367.46
PROD-0195,Drawing Paper,Office Supplies,Art,2025-10-06,South,Maharashtra,Pune,Consumer,7,0.05,13368.55,1420.86
PROD-0196,Smartphone,Technology,Phones,2025-12-05,Central,Delhi,Gurugram,Consumer,7,0.0,15430.84,1699.96
PROD-0197,Shipping Labels,Office Supplies,Labels,2025-12-27,East,Karnataka,Delhi,Consumer,1,0.0,6231.64,938.28
PROD-0198,Keyboard,Technology,Accessories,2025-10-22,East,Karnataka,Ahmedabad,Corporate,6,0.1,14500.25,1425.42
PROD-0199,Printer Paper,Office Supplies,Paper,2025-10-30,Central,Rajasthan,Ahmedabad,Home Office,3,0.15,15705.93,2522.66
PROD-0200,Marker Set,Office Supplies,Art,2025-03-18,East,Gujarat,Ghaziabad,Corporate,5,0.2,9505.04,1280.36
PROD-0201,Wall Clock,Furniture,Furnishings,2025-10-13,Central,Tamil Nadu,Bengaluru,Consumer,3,0.1,9802.21,889.56
PROD-0202,Desktop Computer,Technology,Computers,2025-05-18,Central,Karnataka,Gurugram,Home Office,7,0.2,16890.75,809.23
PROD-0203,Printer,Technology,Machines,2025-09-03,Central,Karnataka,Mumbai,Home Office,4,0.1,21756.43,2463.2
PROD-0204,Desk Lamp,Furniture,Furnishings,2025-12-23,South,Haryana,Jaipur,Home Office,4,0.05,10006.31,1787.32
PROD-0205,Mouse,Technology,Accessories,2025-05-14,West,Rajasthan,Mumbai,Corporate,6,0.15,12893.49,1824.76
PROD-0206,Sketch Pen,Office Supplies,Art,2025-10-16,West,Gujarat,Ghaziabad,Consumer,4,0.0,18570.12,2139.16
PROD-0207,File Binder,Office Supplies,Binders,2025-10-19,West,Tamil Nadu,Jaipur,Consumer,4,0.1,12557.64,1292.16
PROD-0208,Keyboard,Technology,Accessories,2025-03-13,Central,Uttar Pradesh,Noida,Home Office,8,0.2,4723.59,1124.52
PROD-0209,Dining Chair,Furniture,Chairs,2025-03-12,West,Rajasthan,Delhi,Home Office,4,0.05,1839.0,91.35
PROD-0210,Scanner,Technology,Machines,2025-12-04,Central,Uttar Pradesh,Chennai,Home Office,8,0.2,540.93,81.32
